MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,Fence,Mo Sold,Yr Sold,Sale Type,SalePrice,Year Remod/Add Cats,Low Qual SF Cat,Garage Yr Blt Class,Porch Cat,Screen Porch Cat
20,RL,70.0,11200,Pave,None,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,906.0,Unf,0.0,134.0,1040.0,GasA,Ex,Y,SBrkr,1040,0,1040,1.0,0.0,1,0,3,1,TA,5,Typ,0,None,Detchd,Unf,1.0,384.0,TA,TA,Y,0,0,0,Non,2,2008,WD ,11.771436160121729,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
70,RL,100.0,9670,Pave,None,IR,HLS,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,6,1935,Gable,CompShg,BrkFace,Stucco,HasMasVnr,40.0,TA,TA,PConc,TA,Fa,No,LwQ,210.0,Unf,0.0,398.0,608.0,GasA,TA,Y,SBrkr,983,890,1873,0.0,0.0,1,1,4,1,TA,9,Typ,2,Gd,Detchd,Fin,2.0,786.0,Fa,TA,Y,0,0,207,Non,6,2008,WD ,12.45712704000522,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
50,RL,60.0,10998,Pave,Grvl,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,5,1941,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,408.0,BLQ,420.0,156.0,984.0,GasA,Ex,Y,SBrkr,984,620,1604,0.0,0.0,2,0,3,1,TA,6,Min2,0,None,Detchd,Unf,2.0,660.0,TA,TA,Y,0,68,0,Non,7,2009,WD ,11.669929213779893,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
70,RL,60.0,7200,Pave,None,Reg,HLS,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,7,6,1931,Gable,CompShg,Stucco,Wd Shng,None,0.0,TA,Fa,BrkTil,Gd,TA,No,Unf,0.0,Unf,0.0,776.0,776.0,GasA,TA,Y,SBrkr,851,651,1502,0.0,0.0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,RFn,1.0,270.0,TA,TA,P,0,0,112,MnPrv,2,2008,WD ,11.911701584927597,Blt/Remod<10 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
20,RL,80.0,9920,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,Gable,CompShg,HdBoard,HdBoard,HasMasVnr,110.0,TA,TA,CBlock,TA,TA,No,Rec,354.0,LwQ,290.0,412.0,1056.0,GasA,TA,Y,SBrkr,1063,0,1063,1.0,0.0,1,0,3,1,TA,6,Typ,0,None,Attchd,RFn,1.0,280.0,TA,TA,Y,0,0,164,MnPrv,2,2010,WD ,11.759785542901755,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
160,RL,36.0,2448,Pave,None,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,Gable,CompShg,VinylSd,Wd Shng,HasMasVnr,106.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,764.0,764.0,GasA,Ex,Y,SBrkr,764,862,1626,0.0,0.0,2,1,2,1,Gd,6,Typ,0,None,BuiltIn,RFn,2.0,474.0,TA,TA,Y,0,27,0,Non,10,2008,WD ,11.951180395901384,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
160,FV,0.0,2998,Pave,None,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2000,Gable,CompShg,MetalSd,MetalSd,HasMasVnr,513.0,Gd,TA,PConc,Gd,TA,No,GLQ,353.0,Unf,0.0,403.0,756.0,GasA,Ex,Y,SBrkr,768,756,1524,0.0,0.0,2,1,2,1,Gd,4,Typ,0,None,Detchd,Unf,2.0,440.0,TA,TA,Y,0,32,0,Non,6,2006,WD ,12.01974306733868,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
50,RL,65.0,7804,Pave,None,Reg,Lvl,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,4,3,1928,Gable,CompShg,WdShing,Plywood,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,622.0,Unf,0.0,500.0,1122.0,GasA,TA,Y,SBrkr,1328,653,1981,1.0,0.0,2,0,4,1,Gd,7,Min2,2,TA,Detchd,Unf,2.0,576.0,TA,TA,Y,431,44,0,MnPrv,12,2009,WD ,11.813030057420567,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
60,RL,80.0,16692,Pave,None,IR,Lvl,Inside,Gtl,NWAmes,RR,Norm,1Fam,2Story,7,5,1978,Gable,CompShg,Plywood,Plywood,HasMasVnr,184.0,TA,TA,CBlock,Gd,TA,No,BLQ,790.0,LwQ,469.0,133.0,1392.0,GasA,TA,Y,SBrkr,1392,1392,2784,1.0,0.0,3,1,5,1,Gd,12,Typ,2,TA,Attchd,RFn,2.0,564.0,TA,TA,Y,0,112,0,MnPrv,7,2006,WD ,12.429216196844383,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,HasScreenPorch
160,RM,21.0,1476,Pave,None,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,7,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,176.0,Unf,0.0,370.0,546.0,GasA,Ex,Y,SBrkr,546,546,1092,0.0,0.0,1,1,3,1,TA,5,Typ,0,None,None,None,0.0,0.0,None,None,Y,200,26,0,Non,3,2010,WD ,11.238488619268468,Blt/Remod>20 yrs,Finished,None,No3SeasonPorch,NoScreenPorch
20,RL,75.0,10170,Pave,None,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1951,Hip,CompShg,Wd Sdng,Wd Sdng,HasMasVnr,522.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,216.0,216.0,GasA,TA,Y,SBrkr,1575,0,1575,0.0,0.0,1,1,2,1,Gd,5,Typ,1,Gd,Attchd,Unf,2.0,400.0,TA,TA,Y,0,0,0,Non,6,2006,WD ,11.951180395901384,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
60,RL,80.0,9364,Pave,None,Reg,Lvl,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,1969,Gable,CompShg,HdBoard,HdBoard,HasMasVnr,143.0,TA,TA,CBlock,TA,TA,No,ALQ,371.0,Unf,0.0,292.0,663.0,GasA,TA,Y,SBrkr,663,689,1352,0.0,0.0,1,1,4,1,TA,7,Typ,0,None,Attchd,Fin,1.0,299.0,TA,TA,Y,379,36,0,MnPrv,3,2010,WD ,11.970350312009105,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
160,FV,24.0,2544,Pave,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,368.0,ALQ,42.0,190.0,600.0,GasA,Ex,Y,SBrkr,600,600,1200,1.0,0.0,2,1,2,1,Gd,4,Typ,0,None,Detchd,RFn,2.0,480.0,TA,TA,Y,0,172,0,Non,2,2010,WD ,11.915051671812877,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
20,RL,82.0,9888,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,BLQ,486.0,Unf,0.0,450.0,936.0,GasA,TA,Y,Fuse,936,0,936,0.0,0.0,1,0,2,1,TA,5,Typ,0,None,Attchd,Unf,1.0,240.0,TA,TA,Y,0,0,160,MnPrv,3,2006,WD ,11.703545824578878,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
20,RL,68.0,7942,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1953,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,85.0,ALQ,955.0,0.0,1040.0,GasA,TA,Y,Fuse,1040,0,1040,0.0,1.0,1,0,3,1,TA,6,Typ,0,None,Attchd,Fin,1.0,293.0,TA,TA,Y,0,0,0,MnPrv,6,2007,WD ,11.820410164718188,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
60,RL,0.0,15038,Pave,None,IR,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Rec,138.0,Unf,0.0,778.0,916.0,GasA,Gd,Y,SBrkr,916,720,1636,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,Fin,2.0,386.0,TA,TA,Y,168,84,0,Non,11,2008,WD ,12.061046873479915,Blt/Remod 10-20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
60,RL,92.0,11764,Pave,None,IR,Lvl,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1999,Gable,CompShg,VinylSd,VinylSd,HasMasVnr,348.0,Gd,TA,PConc,Gd,TA,No,GLQ,524.0,Unf,0.0,628.0,1152.0,GasA,Ex,Y,SBrkr,1164,1106,2270,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,Fin,3.0,671.0,TA,TA,Y,132,57,0,Non,4,2010,WD ,12.577636201962656,Blt/Remod<10 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
60,FV,75.0,9000,Pave,None,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,64.0,Unf,0.0,1120.0,1184.0,GasA,Ex,Y,SBrkr,1184,1426,2610,0.0,0.0,2,1,4,1,Ex,11,Typ,1,Gd,BuiltIn,Fin,2.0,550.0,TA,TA,Y,208,364,0,Non,8,2007,New,12.623061104072981,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
20,RL,0.0,20062,Pave,None,IR,Low,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,7,1977,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,1092.0,Unf,0.0,328.0,1420.0,GasA,Gd,Y,SBrkr,1483,0,1483,1.0,0.0,1,1,1,1,TA,4,Typ,2,TA,Attchd,RFn,2.0,690.0,TA,TA,Y,496,0,0,Non,4,2010,WD ,12.506177237980511,Blt/Remod<10 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
50,RM,81.0,7308,Pave,None,Reg,Lvl,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,5,1920,Gable,CompShg,WdShing,Wd Shng,None,0.0,Fa,Fa,BrkTil,TA,TA,No,Rec,360.0,Unf,0.0,576.0,936.0,GasA,Gd,N,Fuse,960,780,1740,0.0,0.0,1,0,2,1,Ex,6,Typ,1,Gd,Detchd,Unf,1.0,225.0,Fa,Fa,N,0,0,236,Non,6,2008,WD ,11.713823407337118,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
20,RL,70.0,8750,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1955,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,172.0,LwQ,483.0,727.0,1382.0,GasA,Gd,Y,Fuse,1382,0,1382,0.0,1.0,1,0,3,1,Gd,6,Typ,0,None,Attchd,Unf,1.0,350.0,TA,TA,Y,280,0,0,GdWo,7,2009,WD ,11.938193200374572,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
20,RL,70.0,8402,Pave,None,Reg,Lvl,Inside,Gtl,Mitchel,Feedr,Norm,1Fam,1Story,5,5,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,206.0,Unf,0.0,914.0,1120.0,GasA,Ex,Y,SBrkr,1120,0,1120,0.0,0.0,1,0,3,1,TA,6,Typ,0,None,None,None,0.0,0.0,None,None,Y,0,30,0,Non,12,2007,New,11.898187865760873,Blt/Remod<10 yrs,Finished,None,No3SeasonPorch,NoScreenPorch
70,RL,63.0,4000,Pave,None,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,8,1930,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,No,GLQ,246.0,Unf,0.0,285.0,531.0,GasA,TA,Y,SBrkr,567,531,1098,1.0,0.0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,Unf,1.0,216.0,TA,TA,Y,0,0,0,MnPrv,6,2007,WD ,11.908340237224891,Blt/Remod 10-20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
160,RM,32.0,3363,Pave,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,2Story,7,5,2004,Gable,CompShg,VinylSd,VinylSd,HasMasVnr,117.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,976.0,976.0,GasA,Ex,Y,SBrkr,976,732,1708,0.0,0.0,2,0,3,1,Gd,7,Maj1,0,None,Detchd,Unf,2.0,380.0,TA,TA,Y,0,40,0,Non,4,2006,WD ,11.77528972943772,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
20,RL,94.0,13615,Pave,None,IR,HLS,Corner,Mod,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,Hip,CompShg,MetalSd,MetalSd,HasMasVnr,510.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,1802.0,1802.0,GasA,Ex,Y,SBrkr,1802,0,1802,0.0,0.0,2,1,3,1,Ex,7,Typ,1,Gd,Attchd,Fin,3.0,843.0,TA,TA,Y,158,105,0,Non,6,2007,WD ,12.826649133255284,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
120,RL,43.0,3013,Pave,None,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,Gable,CompShg,VinylSd,VinylSd,HasMasVnr,145.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,16.0,Unf,0.0,1346.0,1362.0,GasA,Ex,Y,SBrkr,1506,0,1506,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,Fin,2.0,440.0,TA,TA,Y,142,20,0,Non,4,2006,WD ,12.27134527214637,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
20,RL,44.0,17485,Pave,None,IR,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,7,5,2009,Gable,CompShg,VinylSd,VinylSd,HasMasVnr,96.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1346.0,Unf,0.0,162.0,1508.0,GasA,Ex,Y,SBrkr,1508,0,1508,1.0,0.0,1,0,1,1,Gd,5,Typ,2,TA,Attchd,RFn,2.0,572.0,TA,TA,Y,0,0,0,Non,1,2010,Con,12.637952459809789,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
20,RL,0.0,23730,Pave,None,IR,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,1996,Gable,CompShg,MetalSd,MetalSd,HasMasVnr,668.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,700.0,Unf,0.0,1140.0,1840.0,GasA,Ex,Y,SBrkr,2032,0,2032,1.0,0.0,3,0,3,1,Gd,7,Typ,0,None,Attchd,Fin,3.0,786.0,TA,TA,Y,0,46,192,Non,9,2008,WD ,12.611537753638338,Blt/Remod 10-20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
20,RL,79.0,8910,Pave,None,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,655.0,Unf,0.0,0.0,655.0,GasA,Ex,Y,SBrkr,1194,0,1194,0.0,1.0,1,0,3,1,TA,6,Typ,1,Fa,BuiltIn,Fin,2.0,539.0,TA,TA,Y,0,0,192,Non,7,2006,WD ,11.979799201207037,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
160,RM,24.0,2522,Pave,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,Gable,CompShg,VinylSd,VinylSd,HasMasVnr,50.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,970.0,970.0,GasA,Ex,Y,SBrkr,970,739,1709,0.0,0.0,2,0,3,1,Gd,7,Maj1,0,None,Detchd,Unf,2.0,380.0,TA,TA,Y,0,40,0,Non,4,2006,WD ,11.831379196088763,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
20,RL,73.0,8688,Pave,None,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,Gable,CompShg,VinylSd,VinylSd,HasMasVnr,228.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1616.0,1616.0,GasA,Ex,Y,SBrkr,1616,0,1616,0.0,0.0,2,0,3,1,Gd,7,Typ,0,None,Attchd,RFn,3.0,834.0,TA,TA,Y,208,59,0,Non,4,2006,WD ,12.354492650648448,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
30,RM,0.0,6291,Grvl,None,IR,Lvl,Inside,Gtl,IDOTRR,RR,Norm,1Fam,1Story,6,6,1930,Gable,CompShg,Stucco,Wd Shng,None,0.0,Gd,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,768.0,768.0,GasA,TA,Y,SBrkr,768,0,768,0.0,0.0,1,0,1,1,TA,4,Typ,0,None,Detchd,Unf,2.0,440.0,TA,TA,N,0,0,84,Non,7,2008,WD ,11.449453042014655,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
30,RL,0.0,17529,Pave,None,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1924,Gable,CompShg,BrkFace,Wd Sdng,HasMasVnr,65.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,872.0,872.0,GasA,Fa,N,Fuse,872,0,872,0.0,0.0,1,0,2,1,Fa,5,Mod,1,Gd,Detchd,Unf,1.0,322.0,Fa,Fa,N,0,0,116,Non,4,2006,WD ,11.56171562913966,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
30,RM,60.0,6324,Pave,None,IR,Lvl,Inside,Gtl,BrkSide,Feedr,RR,1Fam,1Story,4,6,1927,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,520.0,520.0,GasA,Fa,N,SBrkr,520,0,520,0.0,0.0,1,0,1,1,Fa,4,Typ,0,None,Detchd,Unf,1.0,240.0,Fa,TA,Y,49,0,87,Non,5,2008,WD ,11.134589024250317,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
90,RL,80.0,11600,Pave,None,Reg,Lvl,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,5,1960,Gable,CompShg,MetalSd,MetalSd,HasMasVnr,361.0,TA,TA,CBlock,TA,TA,No,Rec,443.0,Unf,0.0,662.0,1105.0,GasA,TA,Y,Fuse,1105,1169,2274,0.0,0.0,2,0,5,2,TA,12,Typ,0,None,Detchd,Unf,2.0,480.0,TA,TA,Y,0,0,0,Non,1,2010,WD ,11.946654038351252,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
50,RM,50.0,7288,Pave,None,Reg,Lvl,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,1925,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,BrkTil,TA,Po,No,Unf,0.0,Unf,0.0,936.0,936.0,GasA,Ex,Y,SBrkr,936,665,1601,0.0,0.0,2,0,3,1,TA,6,Typ,0,None,None,None,0.0,0.0,None,None,N,0,0,0,Non,9,2007,WD ,11.774135217090894,Blt/Remod<10 yrs,Finished,None,Has3SeasonPorch,NoScreenPorch
70,RM,35.0,4571,Pave,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,168.0,Unf,0.0,448.0,616.0,GasA,Ex,Y,SBrkr,616,616,1232,0.0,0.0,1,0,3,1,TA,6,Typ,0,None,Detchd,Unf,2.0,480.0,Fa,Fa,Y,280,0,143,Non,6,2007,WD ,11.643953727376633,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
20,RL,63.0,17423,Pave,None,IR,Lvl,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2008,Hip,CompShg,VinylSd,VinylSd,HasMasVnr,748.0,Ex,TA,PConc,Ex,TA,No,GLQ,1904.0,Unf,0.0,312.0,2216.0,GasA,Ex,Y,SBrkr,2234,0,2234,1.0,0.0,2,0,1,1,Ex,9,Typ,1,Gd,Attchd,Fin,3.0,1166.0,TA,TA,Y,0,60,0,Non,7,2009,New,13.1260306447518,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
50,RM,100.0,12665,Pave,Grvl,IR,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,8,1915,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0.0,Unf,0.0,876.0,876.0,GasA,Gd,Y,SBrkr,876,540,1416,0.0,0.0,1,1,4,1,TA,7,Typ,1,Gd,Detchd,Unf,3.0,720.0,TA,TA,Y,418,0,194,Non,6,2008,WD ,11.94405831982697,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
20,RL,60.0,9000,Pave,None,Reg,Lvl,FR,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1971,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,240.0,Unf,0.0,624.0,864.0,GasA,Gd,Y,SBrkr,864,0,864,0.0,0.0,1,0,3,1,TA,5,Typ,0,None,Detchd,Unf,2.0,576.0,TA,TA,Y,200,0,0,GdWo,7,2009,WD ,11.77528972943772,Blt/Remod<10 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
120,RM,32.0,4500,Pave,None,Reg,Lvl,FR,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1997,Hip,CompShg,VinylSd,VinylSd,HasMasVnr,197.0,TA,TA,PConc,Ex,TA,No,GLQ,864.0,Unf,0.0,325.0,1189.0,GasA,Ex,Y,SBrkr,1189,0,1189,1.0,0.0,2,0,2,1,TA,4,Typ,0,None,Attchd,RFn,2.0,392.0,TA,TA,Y,0,122,0,Non,4,2008,WD ,11.986049221552207,Blt/Remod 10-20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
120,RL,48.0,6373,Pave,None,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2006,Hip,CompShg,MetalSd,MetalSd,HasMasVnr,572.0,Ex,TA,PConc,Ex,Gd,No,GLQ,415.0,Unf,0.0,1251.0,1666.0,GasA,Ex,Y,SBrkr,1666,0,1666,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2.0,575.0,TA,TA,Y,228,75,0,Non,6,2006,New,12.644617856906528,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
20,RL,67.0,10083,Pave,None,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,833.0,Unf,0.0,343.0,1176.0,GasA,Ex,Y,SBrkr,1200,0,1200,1.0,0.0,2,0,2,1,Gd,5,Typ,0,None,Attchd,RFn,2.0,555.0,TA,TA,Y,0,41,0,Non,8,2009,WD ,12.127570417375216,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
20,RL,70.0,13300,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,No,Rec,377.0,Unf,0.0,551.0,928.0,GasA,TA,Y,SBrkr,928,0,928,0.0,0.0,1,0,2,1,TA,4,Typ,0,None,Attchd,Unf,1.0,252.0,TA,TA,Y,261,0,156,Non,6,2007,WD ,11.790557201568507,Blt/Remod<10 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
20,RL,80.0,9600,Pave,None,Reg,Lvl,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,5,5,1969,Gable,CompShg,HdBoard,HdBoard,HasMasVnr,128.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,553.0,Rec,147.0,588.0,1288.0,GasA,TA,Y,SBrkr,1336,0,1336,0.0,1.0,2,0,3,1,TA,6,Typ,1,Fa,Attchd,RFn,2.0,502.0,TA,TA,Y,312,11,0,Non,8,2009,WD ,12.0015054797889,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
160,FV,30.0,3215,Pave,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,Gable,CompShg,MetalSd,MetalSd,HasMasVnr,120.0,Gd,TA,PConc,Gd,TA,Av,GLQ,280.0,Unf,0.0,320.0,600.0,GasA,Ex,Y,SBrkr,600,600,1200,0.0,0.0,2,1,2,1,Gd,4,Typ,0,None,Detchd,RFn,2.0,480.0,TA,TA,Y,0,172,0,Non,4,2010,ConLD,11.951180395901384,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
